fba_id,base_id
RXN-19619 (reverse),RXN-19619
RXN-19629,RXN-19629
RXN-19953-Reduced-Cys2-Peroxiredoxins/BUTYL-HYDROPEROXIDE//2Cys-Peroxiredoxins-With-HydroxyCys/BUTANOL.93.,RXN-19953
RXN-19954,RXN-19954
RXN-20148-CPD-9956/OXYGEN-MOLECULE//SUPER-OXIDE/UBIQUINONE-8/PROTON.58. (reverse),RXN-20148
RXN-20161-Ox-Thioredoxin/a-reduced-DsbD-protein//Red-Thioredoxin/an-oxidized-DsbD-protein.80. (reverse),RXN-20161
RXN-20161-Ox-thioredoxins-1/a-reduced-DsbD-protein//Red-thioredoxins-1/an-oxidized-DsbD-protein.86. (reverse),RXN-20161
RXN-20161-Oxidized-CcmG-Proteins/a-reduced-DsbD-protein//Reduced-CcmG-Proteins/an-oxidized-DsbD-protein.94. (reverse),RXN-20161
RXN-20161-Oxidized-CcmH-Proteins/a-reduced-DsbD-protein//Reduced-CcmH-Proteins/an-oxidized-DsbD-protein.94. (reverse),RXN-20161
RXN-20691 (reverse),RXN-20691
RXN-20692,RXN-20692
RXN-20707,RXN-20707
RXN-20708,RXN-20708
RXN-21407,RXN-21407
RXN-21408,RXN-21408
RXN-21421 (reverse),RXN-21421
RXN-21422 (reverse),RXN-21422
RXN-21423,RXN-21423
RXN-21424,RXN-21424
RXN-21425,RXN-21425
RXN-21532,RXN-21532
RXN-21532 (reverse),RXN-21532
RXN-21532-CPD-23428//DIHYDROXY-ACETONE-PHOSPHATE/CPD-23427.49.,RXN-21532
RXN-21532-CPD-23428//DIHYDROXY-ACETONE-PHOSPHATE/CPD-23427.49. (reverse),RXN-21532
RXN-21563,RXN-21563
RXN-21601,RXN-21601
RXN-22001 (reverse),RXN-22001
RXN-22214,RXN-22214
RXN-22216,RXN-22216
RXN-22217,RXN-22217
RXN-22443,RXN-22443
RXN-22510,RXN-22510
RXN-23965,RXN-23965
RXN-24141,RXN-24141
RXN-24142,RXN-24142
RXN-24143,RXN-24143
RXN-24169,RXN-24169
RXN-24169-CPD-9115/WATER//CPD-258/ALPHA-D-GALACTOSE/PROTON.49.,RXN-24169
RXN-24169-CPD-9115/WATER//CPD-258/GALACTOSE/PROTON.41.,RXN-24169
RXN-24170,RXN-24170
RXN-24170-CPD-21655/WATER//CPD-258/ALPHA-GLUCOSE/PROTON.46.,RXN-24170
RXN-24170-CPD-21655/WATER//CPD-258/GLC/PROTON.36.,RXN-24170
RXN-7253,RXN-7253
RXN-8340,RXN-8340
RXN-8342,RXN-8342
RXN-8344,RXN-8344
RXN-8770,RXN-8770
RXN-8974 (reverse),RXN-8974
RXN-9510 (reverse),RXN-9510
RXN-9590,RXN-9590
RXN-9590 (reverse),RXN-9590
RXN-9628,RXN-9628
RXN0-1001,RXN0-1001
RXN0-1565,RXN0-1565
RXN0-1682,RXN0-1682
RXN0-1684,RXN0-1684
RXN0-1701,RXN0-1701
RXN0-1702,RXN0-1702
RXN0-1721,RXN0-1721
RXN0-1741-MALTOSE//MALTOSE.17.,RXN0-1741
RXN0-1981,RXN0-1981
RXN0-2061,RXN0-2061
RXN0-2162,RXN0-2162
RXN0-2441,RXN0-2441
RXN0-2461,RXN0-2461
RXN0-262,RXN0-262
RXN0-2721,RXN0-2721
RXN0-307 (reverse),RXN0-307
RXN0-313 (reverse),RXN0-313
RXN0-313__CPLX0-201 (reverse),RXN0-313
RXN0-3461,RXN0-3461
RXN0-3501-NITRATE/REDUCED-MENAQUINONE/PROTON//NITRITE/CPD-9728/WATER/PROTON.66.,RXN0-3501
RXN0-3601,RXN0-3601
RXN0-4022 (reverse),RXN0-4022
RXN0-4181,RXN0-4181
RXN0-4621,RXN0-4621
RXN0-5052,RXN0-5052
RXN0-5111,RXN0-5111
RXN0-5186,RXN0-5186
RXN0-5186__G7408-MONOMER,RXN0-5186
RXN0-5214,RXN0-5214
RXN0-5222,RXN0-5222
RXN0-5225,RXN0-5225
RXN0-5226,RXN0-5226
RXN0-5226-CPD0-1081/WATER//N-ACETYL-BETA-D-GLUCOSAMINE/CPD0-882.54.,RXN0-5226
RXN0-5227[CCO-CYTOSOL]-CPD0-1082/WATER//L-ALA-GAMMA-D-GLU-DAP/D-ALANINE.62.,RXN0-5227
RXN0-5229,RXN0-5229
RXN0-5256-CPD-9728/PROTON/HYDROGEN-MOLECULE//REDUCED-MENAQUINONE/PROTON.62.,RXN0-5256
RXN0-5264-TRIMETHYLAMINE-N-O/REDUCED-MENAQUINONE/PROTON//TRIMETHYLAMINE/CPD-9728/WATER.77.,RXN0-5264
RXN0-5294,RXN0-5294
RXN0-5295,RXN0-5295
RXN0-5297,RXN0-5297
RXN0-5359,RXN0-5359
RXN0-5390,RXN0-5390
RXN0-5390__G6244-MONOMER,RXN0-5390
RXN0-5401,RXN0-5401
RXN0-5407,RXN0-5407
RXN0-5408,RXN0-5408
RXN0-5462[CCO-CYTOSOL]-GTP/WATER//GDP/Pi/PROTON.38.,RXN0-5462
RXN0-5462[CCO-CYTOSOL]-GTP/WATER//GDP/Pi/PROTON.38.__CPLX0-3561,RXN0-5462
RXN0-5462[CCO-CYTOSOL]-GTP/WATER//GDP/Pi/PROTON.38.__EG10021-MONOMER,RXN0-5462
RXN0-5462[CCO-CYTOSOL]-GTP/WATER//GDP/Pi/PROTON.38.__EG12104-MONOMER,RXN0-5462
RXN0-5462[CCO-CYTOSOL]-GTP/WATER//GDP/Pi/PROTON.38.__G7841-MONOMER,RXN0-5462
RXN0-5468,RXN0-5468
RXN0-5468-Red-thioredoxins-1/Cys2-Peroxiredoxin-Disulfide//Ox-thioredoxins-1/Reduced-Cys2-Peroxiredoxins.95.,RXN0-5468
RXN0-5468-Reduced-CcmG-Proteins/Cys2-Peroxiredoxin-Disulfide//Oxidized-CcmG-Proteins/Reduced-Cys2-Peroxiredoxins.103.,RXN0-5468
RXN0-5468-Reduced-CcmH-Proteins/Cys2-Peroxiredoxin-Disulfide//Oxidized-CcmH-Proteins/Reduced-Cys2-Peroxiredoxins.103.,RXN0-5468
RXN0-5507,RXN0-5507
RXN0-6254,RXN0-6254
RXN0-6373-ALPHA-GLUCOSE/UBIQUINONE-8//GLC-D-LACTONE/CPD-9956.51.,RXN0-6373
RXN0-6373-GLC/UBIQUINONE-8//GLC-D-LACTONE/CPD-9956.41.,RXN0-6373
RXN0-6373-Glucopyranose/UBIQUINONE-8//GLC-D-LACTONE/CPD-9956.51.,RXN0-6373
RXN0-6444,RXN0-6444
RXN0-6452,RXN0-6452
RXN0-6460,RXN0-6460
RXN0-6676,RXN0-6676
RXN0-6677,RXN0-6677
RXN0-6710,RXN0-6710
RXN0-6725-CPD-12818/WATER//STEARIC_ACID/CPD0-2152/PROTON.47.,RXN0-6725
RXN0-6732,RXN0-6732
RXN0-6732__CPLX0-7958,RXN0-6732
RXN0-6733,RXN0-6733
RXN0-6734,RXN0-6734
RXN0-6952,RXN0-6952
RXN0-6957,RXN0-6957
RXN0-6994,RXN0-6994
RXN0-7024,RXN0-7024
RXN0-7046,RXN0-7046
RXN0-7103,RXN0-7103
RXN0-7105,RXN0-7105
RXN0-7124-NITRATE/CPD-9956/PROTON//NITRITE/UBIQUINONE-8/PROTON/WATER.59.,RXN0-7124
RXN0-7271,RXN0-7271
RXN0-7271-MONOMER0-4152/Red-Glutaredoxins//DISULFOXRED-MONOMER/Ox-Glutaredoxins.70.,RXN0-7271
RXN0-7271-MONOMER0-4152/Reduced-NrdH-Proteins//DISULFOXRED-MONOMER/Oxidized-NrdH-Proteins.80.,RXN0-7271
RXN0-7271-Protein-Ox-Disulfides/Reduced-NrdH-Proteins//Protein-Red-Disulfides/Oxidized-NrdH-Proteins.91.,RXN0-7271
RXN0-7291,RXN0-7291
RXN0-7298,RXN0-7298
RXN0-7311-a-reduced-DsbD-protein/Ox-thioredoxins-1//an-oxidized-DsbD-protein/Red-thioredoxins-1.86. (reverse),RXN0-7311
RXN0-7342,RXN0-7342
RXN0-7343,RXN0-7343
RXN0-7344,RXN0-7344
RXN0-7345,RXN0-7345
RXN0-7385-CPD-3766/NADPH/PROTON//MENADIOL/NADP.37.,RXN0-7385
RXN0-7385-CPD-7248/NADPH/PROTON//CPD-7249/NADP.37.,RXN0-7385
RXN0-7385-CPD-9728/NADPH/PROTON//REDUCED-MENAQUINONE/NADP.48.,RXN0-7385
RXN0-7385-CPD0-1118/NADPH/PROTON//CPD0-2061/NADP.39.,RXN0-7385
RXN0-7385-DEMETHYLMENAQUINONE/NADPH/PROTON//CPD-12115/NADP.49.,RXN0-7385
RXN0-7385-UBIQUINONE-8/NADPH/PROTON//CPD-9956/NADP.41.,RXN0-7385
RXN0-7392,RXN0-7392
RXN0-7392-CPD0-2705/WATER//CPD-13469/N-ACETYL-BETA-D-GLUCOSAMINE.55.,RXN0-7392
RXN0-7392-CPD0-2705/WATER//CPD-13469/N-acetyl-D-glucosamine.50.,RXN0-7392
RXN0-7392-CPD0-2705/WATER//D-GLUCOSAMINE-6-P/N-ACETYL-BETA-D-GLUCOSAMINE.63.,RXN0-7392
RXN0-7399-CPD-9728/PROTON/HYDROGEN-MOLECULE//REDUCED-MENAQUINONE/PROTON.62.,RXN0-7399
RXN0-7454,RXN0-7454
RXN66-448 (reverse),RXN66-448
SORBITOL-6-PHOSPHATASE-RXN,SORBITOL-6-PHOSPHATASE-RXN
SUPEROX-DISMUT-RXN[CCO-CYTOSOL]-SUPER-OXIDE/PROTON//HYDROGEN-PEROXIDE/OXYGEN-MOLECULE.67.,SUPEROX-DISMUT-RXN
TDCEACT1-RXN,TDCEACT1-RXN
TDPFUCACTRANS-RXN,TDPFUCACTRANS-RXN
THIAZOLSYN3-RXN,THIAZOLSYN3-RXN
THIKIN-RXN,THIKIN-RXN
THIOSULFATE-SULFURTRANSFERASE-RXN[CCO-CYTOSOL]-S2O3/HCN//HSCN/SO3/PROTON.39.,THIOSULFATE-SULFURTRANSFERASE-RXN
THIOSULFATE-SULFURTRANSFERASE-RXN[CCO-CYTOSOL]-S2O3/HCN//HSCN/SO3/PROTON.39.__CPLX0-242,THIOSULFATE-SULFURTRANSFERASE-RXN
THIOSULFATE-SULFURTRANSFERASE-RXN[CCO-PERI-BAC]-S2O3/HCN//HSCN/SO3/PROTON.40.,THIOSULFATE-SULFURTRANSFERASE-RXN
TRANS-RXN-1,TRANS-RXN-1
TRANS-RXN-1 (reverse),TRANS-RXN-1
TRANS-RXN-100,TRANS-RXN-100
TRANS-RXN-106,TRANS-RXN-106
TRANS-RXN-113,TRANS-RXN-113
TRANS-RXN-116,TRANS-RXN-116
TRANS-RXN-117,TRANS-RXN-117
TRANS-RXN-122,TRANS-RXN-122
TRANS-RXN-127,TRANS-RXN-127
TRANS-RXN-127 (reverse),TRANS-RXN-127
TRANS-RXN-14,TRANS-RXN-14
TRANS-RXN-153,TRANS-RXN-153
TRANS-RXN-153 (reverse),TRANS-RXN-153
TRANS-RXN-153A,TRANS-RXN-153A
TRANS-RXN-155,TRANS-RXN-155
TRANS-RXN-155B,TRANS-RXN-155B
TRANS-RXN-156,TRANS-RXN-156
TRANS-RXN-158,TRANS-RXN-158
TRANS-RXN-158-BETA-D-FRUCTOSE/PTSI-PHOSPHORYLATED//CPD-16154/PTSI-MONOMER.60.,TRANS-RXN-158
TRANS-RXN-158-BETA-D-FRUCTOSE/PTSI-PHOSPHORYLATED//D-fructofuranose-1-phosphate/PTSI-MONOMER.79.,TRANS-RXN-158
TRANS-RXN-158-BETA-D-FRUCTOSE/PTSI-PHOSPHORYLATED//FRU1P/PTSI-MONOMER.56.,TRANS-RXN-158
TRANS-RXN-158-CPD-10723/PTSI-PHOSPHORYLATED//CPD-16154/PTSI-MONOMER.54.,TRANS-RXN-158
TRANS-RXN-158-CPD-10723/PTSI-PHOSPHORYLATED//D-fructofuranose-1-phosphate/PTSI-MONOMER.73.,TRANS-RXN-158
TRANS-RXN-158-CPD-10723/PTSI-PHOSPHORYLATED//FRU1P/PTSI-MONOMER.50.,TRANS-RXN-158
TRANS-RXN-158-Fructofuranose/PTSI-PHOSPHORYLATED//CPD-16154/PTSI-MONOMER.59.,TRANS-RXN-158
TRANS-RXN-158-Fructofuranose/PTSI-PHOSPHORYLATED//D-fructofuranose-1-phosphate/PTSI-MONOMER.78.,TRANS-RXN-158
TRANS-RXN-158-Fructofuranose/PTSI-PHOSPHORYLATED//FRU1P/PTSI-MONOMER.55.,TRANS-RXN-158
TRANS-RXN-16,TRANS-RXN-16
TRANS-RXN-167-Hpr-pi-phospho-L-histidines/N-ACETYL-BETA-D-GLUCOSAMINE//Hpr-Histidine/CPD-16168.81.,TRANS-RXN-167
TRANS-RXN-167-Hpr-pi-phospho-L-histidines/N-ACETYL-BETA-D-GLUCOSAMINE//Hpr-Histidine/N-ACETYL-D-GLUCOSAMINE-6-P.98.,TRANS-RXN-167
TRANS-RXN-167-Hpr-pi-phospho-L-histidines/N-acetyl-D-glucosamine//Hpr-Histidine/CPD-16168.76.,TRANS-RXN-167
TRANS-RXN-167-Hpr-pi-phospho-L-histidines/N-acetyl-D-glucosamine//Hpr-Histidine/N-ACETYL-D-GLUCOSAMINE-6-P.93.,TRANS-RXN-167
TRANS-RXN-167A-Hpr-pi-phospho-L-histidines/CPD-12538//CPD-13469/Hpr-Histidine.63.,TRANS-RXN-167A
TRANS-RXN-167A-Hpr-pi-phospho-L-histidines/CPD-12538//D-GLUCOSAMINE-6-P/Hpr-Histidine.71.,TRANS-RXN-167A
TRANS-RXN-167A-Hpr-pi-phospho-L-histidines/CPD-12539//CPD-13469/Hpr-Histidine.63.,TRANS-RXN-167A
TRANS-RXN-167A-Hpr-pi-phospho-L-histidines/CPD-12539//D-GLUCOSAMINE-6-P/Hpr-Histidine.71.,TRANS-RXN-167A
TRANS-RXN-167A-Hpr-pi-phospho-L-histidines/GLUCOSAMINE//CPD-13469/Hpr-Histidine.65.,TRANS-RXN-167A
TRANS-RXN-167A-Hpr-pi-phospho-L-histidines/GLUCOSAMINE//D-GLUCOSAMINE-6-P/Hpr-Histidine.73.,TRANS-RXN-167A
TRANS-RXN-168,TRANS-RXN-168
TRANS-RXN-169,TRANS-RXN-169
TRANS-RXN-181A,TRANS-RXN-181A
TRANS-RXN-22,TRANS-RXN-22
TRANS-RXN-23,TRANS-RXN-23
TRANS-RXN-242,TRANS-RXN-242
TRANS-RXN-242A,TRANS-RXN-242A
TRANS-RXN-27,TRANS-RXN-27
TRANS-RXN-283,TRANS-RXN-283
TRANS-RXN-294,TRANS-RXN-294
TRANS-RXN-295-CPD-8363//CPD-8363.19.,TRANS-RXN-295
TRANS-RXN-295-CPD0-2134//CPD0-2134.21.,TRANS-RXN-295
TRANS-RXN-295-CPD0-2173//CPD0-2173.21.,TRANS-RXN-295
TRANS-RXN-295-CPD0-2207//CPD0-2207.21.,TRANS-RXN-295
TRANS-RXN-295-CPD0-2229//CPD0-2229.21.,TRANS-RXN-295
TRANS-RXN-296,TRANS-RXN-296
TRANS-RXN-297,TRANS-RXN-297
TRANS-RXN-298,TRANS-RXN-298
TRANS-RXN-299,TRANS-RXN-299
TRANS-RXN-300,TRANS-RXN-300
TRANS-RXN-325,TRANS-RXN-325
TRANS-RXN-33,TRANS-RXN-33
TRANS-RXN-33-ALPHA-GLC-6-P/Pi//ALPHA-GLC-6-P/Pi.35.,TRANS-RXN-33
TRANS-RXN-33-ALPHA-GLC-6-P/Pi//D-glucopyranose-6-phosphate/Pi.49.,TRANS-RXN-33
TRANS-RXN-33-ALPHA-GLC-6-P/Pi//GLC-6-P/Pi.29.,TRANS-RXN-33
TRANS-RXN-33-D-glucopyranose-6-phosphate/Pi//ALPHA-GLC-6-P/Pi.49.,TRANS-RXN-33
TRANS-RXN-33-D-glucopyranose-6-phosphate/Pi//D-glucopyranose-6-phosphate/Pi.63.,TRANS-RXN-33
TRANS-RXN-33-D-glucopyranose-6-phosphate/Pi//GLC-6-P/Pi.43.,TRANS-RXN-33
TRANS-RXN-33-GLC-6-P/Pi//ALPHA-GLC-6-P/Pi.29.,TRANS-RXN-33
TRANS-RXN-33-GLC-6-P/Pi//D-glucopyranose-6-phosphate/Pi.43.,TRANS-RXN-33
TRANS-RXN-33-GLC-6-P/Pi//GLC-6-P/Pi.23.,TRANS-RXN-33
TRANS-RXN-61,TRANS-RXN-61
TRANS-RXN-90,TRANS-RXN-90
TRANS-RXN-94,TRANS-RXN-94
TRANS-RXN-94A,TRANS-RXN-94A
TRANS-RXN-94B,TRANS-RXN-94B
TRANS-RXN-98-CPD-3611/PROTON//CPD-3611/PROTON.33.,TRANS-RXN-98
TRANS-RXN0-0244,TRANS-RXN0-0244
TRANS-RXN0-201,TRANS-RXN0-201
TRANS-RXN0-203,TRANS-RXN0-203
TRANS-RXN0-204,TRANS-RXN0-204
TRANS-RXN0-209,TRANS-RXN0-209
TRANS-RXN0-227,TRANS-RXN0-227
TRANS-RXN0-228,TRANS-RXN0-228
TRANS-RXN0-235,TRANS-RXN0-235
TRANS-RXN0-279,TRANS-RXN0-279
TRANS-RXN0-280,TRANS-RXN0-280
TRANS-RXN0-281,TRANS-RXN0-281
TRANS-RXN0-282,TRANS-RXN0-282
TRANS-RXN0-283,TRANS-RXN0-283
TRANS-RXN0-417,TRANS-RXN0-417
TRANS-RXN0-418,TRANS-RXN0-418
TRANS-RXN0-447,TRANS-RXN0-447
TRANS-RXN0-457,TRANS-RXN0-457
TRANS-RXN0-481,TRANS-RXN0-481
TRANS-RXN0-486,TRANS-RXN0-486
TRANS-RXN0-491,TRANS-RXN0-491
TRANS-RXN0-492,TRANS-RXN0-492
TRANS-RXN0-495,TRANS-RXN0-495
TRANS-RXN0-496,TRANS-RXN0-496
TRANS-RXN0-501,TRANS-RXN0-501
TRANS-RXN0-501-CPD-18720/Pi//CPD-18720/Pi.27.,TRANS-RXN0-501
TRANS-RXN0-501-FRUCTOSE-6P/Pi//FRUCTOSE-6P/Pi.31.,TRANS-RXN0-501
TRANS-RXN0-502,TRANS-RXN0-502
TRANS-RXN0-502-CPD-15711/Pi//CPD-15711/Pi.27.,TRANS-RXN0-502
TRANS-RXN0-502-CPD-15711/Pi//CPD-15979/Pi.27.,TRANS-RXN0-502
TRANS-RXN0-502-CPD-15711/Pi//MANNOSE-6P/Pi.28.,TRANS-RXN0-502
TRANS-RXN0-502-CPD-15979/Pi//CPD-15711/Pi.27.,TRANS-RXN0-502
TRANS-RXN0-502-CPD-15979/Pi//CPD-15979/Pi.27.,TRANS-RXN0-502
TRANS-RXN0-502-CPD-15979/Pi//MANNOSE-6P/Pi.28.,TRANS-RXN0-502
TRANS-RXN0-502-MANNOSE-6P/Pi//CPD-15711/Pi.28.,TRANS-RXN0-502
TRANS-RXN0-502-MANNOSE-6P/Pi//CPD-15979/Pi.28.,TRANS-RXN0-502
TRANS-RXN0-502-MANNOSE-6P/Pi//MANNOSE-6P/Pi.29.,TRANS-RXN0-502
TRANS-RXN0-503,TRANS-RXN0-503
TRANS-RXN0-504,TRANS-RXN0-504
TRANS-RXN0-519,TRANS-RXN0-519
TRANS-RXN0-520,TRANS-RXN0-520
TRANS-RXN0-523,TRANS-RXN0-523
TRANS-RXN0-534,TRANS-RXN0-534
TRANS-RXN0-541,TRANS-RXN0-541
TRANS-RXN0-574,TRANS-RXN0-574
TRANS-RXN0-574-ALPHA-GLUCOSE//ALPHA-GLUCOSE.29.,TRANS-RXN0-574
TRANS-RXN0-574-ALPHA-GLUCOSE//Glucopyranose.29.,TRANS-RXN0-574
TRANS-RXN0-574-Glucopyranose//ALPHA-GLUCOSE.29.,TRANS-RXN0-574
TRANS-RXN0-574-Glucopyranose//GLC.19.,TRANS-RXN0-574
TRANS-RXN0-574-Glucopyranose//Glucopyranose.29.,TRANS-RXN0-574
TRANS-RXN0-575-MALTOSE//MALTOSE.17.,TRANS-RXN0-575
TRANS-RXN0-576,TRANS-RXN0-576
TRANS-RXN0-582-BETA-D-FRUCTOSE/PTSI-PHOSPHORYLATED//CPD-16154/PTSI-MONOMER.60.,TRANS-RXN0-582
TRANS-RXN0-582-BETA-D-FRUCTOSE/PTSI-PHOSPHORYLATED//FRU1P/PTSI-MONOMER.56.,TRANS-RXN0-582
TRANS-RXN0-582-CPD-10723/PTSI-PHOSPHORYLATED//CPD-16154/PTSI-MONOMER.54.,TRANS-RXN0-582
TRANS-RXN0-582-CPD-10723/PTSI-PHOSPHORYLATED//FRU1P/PTSI-MONOMER.50.,TRANS-RXN0-582
TRANS-RXN0-582-CPD-10725/PTSI-PHOSPHORYLATED//CPD-16154/PTSI-MONOMER.54.,TRANS-RXN0-582
TRANS-RXN0-582-CPD-10725/PTSI-PHOSPHORYLATED//FRU1P/PTSI-MONOMER.50.,TRANS-RXN0-582
TRANS-RXN0-582-CPD-10726/PTSI-PHOSPHORYLATED//CPD-16154/PTSI-MONOMER.54.,TRANS-RXN0-582
TRANS-RXN0-582-CPD-10726/PTSI-PHOSPHORYLATED//FRU1P/PTSI-MONOMER.50.,TRANS-RXN0-582
TRANS-RXN0-582-CPD-15382/PTSI-PHOSPHORYLATED//CPD-16154/PTSI-MONOMER.54.,TRANS-RXN0-582
TRANS-RXN0-582-CPD-15382/PTSI-PHOSPHORYLATED//FRU1P/PTSI-MONOMER.50.,TRANS-RXN0-582
TRANS-RXN0-582-FRU/PTSI-PHOSPHORYLATED//CPD-16154/PTSI-MONOMER.48.,TRANS-RXN0-582
TRANS-RXN0-582-FRU/PTSI-PHOSPHORYLATED//FRU1P/PTSI-MONOMER.44.,TRANS-RXN0-582
TRANS-RXN0-587,TRANS-RXN0-587
TRANS-RXN0-618-PTSI-PHOSPHORYLATED/CPD-10725//PTSI-MONOMER/D-fructopyranose-1-phosphate.73.,TRANS-RXN0-618
TRANS-RXN0-618-PTSI-PHOSPHORYLATED/CPD-10726//PTSI-MONOMER/D-fructopyranose-1-phosphate.73.,TRANS-RXN0-618
TRANS-RXN0-618-PTSI-PHOSPHORYLATED/D-Fructopyranose//PTSI-MONOMER/D-fructopyranose-1-phosphate.80.,TRANS-RXN0-618
TRANS-RXN0-629,TRANS-RXN0-629
TREHALA-RXN[CCO-PERI-BAC]-TREHALOSE/WATER//GLC/ALPHA-GLUCOSE.49.,TREHALA-RXN
UDPMANACATRANS-RXN,UDPMANACATRANS-RXN
UDPMANNACADEHYDROG-RXN,UDPMANNACADEHYDROG-RXN
UNDECAPRENYL-DIPHOSPHATASE-RXN[CCI-PERI-BAC-GN]-UNDECAPRENYL-DIPHOSPHATE/WATER//CPD-9646/Pi/PROTON.68.,UNDECAPRENYL-DIPHOSPHATASE-RXN
UREIDOGLYCOLATE-LYASE-RXN,UREIDOGLYCOLATE-LYASE-RXN
